timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680275836229,6992,https://pharma-shop.tn/mon-compte-3,200,OK,Thread Group 1-5,text,true,,791772,1769,5,5,https://pharma-shop.tn/themes/pharmashop/assets/cache/theme-ec13f3961.css,600,0,491
1680275836229,6578,https://pharma-shop.tn/mon-compte-0,200,OK,,text,true,,781345,1194,0,0,https://pharma-shop.tn/themes/pharmashop/assets/cache/theme-ec13f3961.css,600,0,491
1680275842810,411,https://pharma-shop.tn/mon-compte-1,200,OK,ResDownload-Thread-22,text,true,,10427,575,0,0,https://fonts.googleapis.com/css2?family=Work+Sans:wght@100;200;300;400;500;600;700;800;900&display=swap,353,0,298
1680275836229,994,https://pharma-shop.tn/mon-compte-4,200,OK,Thread Group 1-5,text,true,,10029,517,5,5,https://cdn.onesignal.com/sdks/OneSignalSDK.js,570,0,450
1680275836229,340,https://pharma-shop.tn/mon-compte-5,200,OK,Thread Group 1-5,text,true,,3811,1160,5,5,https://pharma-shop.tn/img/cms/book.svg,254,0,0
1680275836229,1175,https://pharma-shop.tn/mon-compte-6,200,OK,Thread Group 1-5,bin,true,,10557,1156,5,5,https://pharma-shop.tn/img/logo.png,599,0,469
1680275836229,1188,https://pharma-shop.tn/mon-compte-7,200,OK,Thread Group 1-5,text,true,,13699,1161,5,5,https://pharma-shop.tn/img/cms/link6.svg,625,0,491
1680275836571,342,https://pharma-shop.tn/mon-compte-8,200,OK,Thread Group 1-5,bin,true,,6948,1165,5,5,https://pharma-shop.tn/img/cms/nutrition.png,341,0,0
1680275836914,768,https://pharma-shop.tn/mon-compte-9,200,OK,Thread Group 1-5,text,true,,22475,1161,5,5,https://pharma-shop.tn/img/cms/link3.svg,309,0,0
1680275836962,1063,https://pharma-shop.tn/mon-compte-10,200,OK,Thread Group 1-5,bin,true,,31953,1178,5,5,https://pharma-shop.tn/img/cms/menu/menu-right-visage.jpg,298,0,0
1680275837223,3368,https://pharma-shop.tn/mon-compte-11,200,OK,Thread Group 1-5,bin,true,,122516,1171,5,5,https://pharma-shop.tn/img/cms/bioxine-siteweb.png,691,0,547
1680275837404,2062,https://pharma-shop.tn/mon-compte-12,200,OK,Thread Group 1-5,bin,true,,87259,1161,5,5,https://pharma-shop.tn/img/cms/LAINO.PNG,186,0,0
1680275837417,2592,https://pharma-shop.tn/mon-compte-13,200,OK,Thread Group 1-5,bin,true,,120104,1163,5,5,https://pharma-shop.tn/img/cms/klorane.png,175,0,0
1680275837682,1809,https://pharma-shop.tn/mon-compte-14,200,OK,Thread Group 1-5,bin,true,,95275,1161,5,5,https://pharma-shop.tn/img/cms/AKTIV.png,118,0,0
1680275838026,2155,https://pharma-shop.tn/mon-compte-15,200,OK,Thread Group 1-5,bin,true,,110928,1170,5,5,https://pharma-shop.tn/img/cms/gelzone-intime.png,152,0,0
1680275839468,2017,https://pharma-shop.tn/mon-compte-16,200,OK,Thread Group 1-5,bin,true,,98648,1159,5,5,https://pharma-shop.tn/img/cms/svr.png,210,0,0
1680275839493,2169,https://pharma-shop.tn/mon-compte-17,200,OK,Thread Group 1-5,bin,true,,120390,1161,5,5,https://pharma-shop.tn/img/cms/sobio.png,489,0,0
1680275840012,1560,https://pharma-shop.tn/mon-compte-18,200,OK,Thread Group 1-5,bin,true,,79851,1162,5,5,https://pharma-shop.tn/img/cms/beurer.png,163,0,0
1680275840182,1616,https://pharma-shop.tn/mon-compte-19,200,OK,Thread Group 1-5,bin,true,,102399,1169,5,5,https://pharma-shop.tn/img/cms/nuxe-rasage_1.png,195,0,0
1680275840593,472,https://pharma-shop.tn/mon-compte-20,200,OK,Thread Group 1-5,bin,true,,8202,1166,5,5,https://pharma-shop.tn/img/cms/logofooter.png,337,0,0
1680275841066,350,https://pharma-shop.tn/mon-compte-21,200,OK,Thread Group 1-5,text,true,,1994,1206,5,5,https://pharma-shop.tn/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,350,0,0
1680275841416,2329,https://pharma-shop.tn/mon-compte-22,200,OK,Thread Group 1-5,text,true,,901342,1194,5,5,https://pharma-shop.tn/themes/pharmashop/assets/cache/bottom-fbcb4b960.js,158,0,0
1680275845984,1186,https://pharma-shop.tn/mon-compte,200,OK,Thread Group 1-1,text,true,,103788,27475,5,5,https://pharma-shop.tn/connexion?back=my-account,302,0,0
1680275845984,302,https://pharma-shop.tn/mon-compte-0,302,Found,Thread Group 1-1,text,true,,912,1154,5,5,https://pharma-shop.tn/mon-compte,302,0,0
1680275846287,663,https://pharma-shop.tn/mon-compte-1,200,OK,Thread Group 1-1,text,true,,87325,1169,5,5,https://pharma-shop.tn/connexion?back=my-account,617,0,0
1680275846959,40,https://pharma-shop.tn/mon-compte-2,304,Not Modified,Thread Group 1-1,,true,,762,1220,5,5,https://pharma-shop.tn/img/favicon.ico?1647529441,0,0,0
1680275846959,36,https://pharma-shop.tn/mon-compte-3,304,Not Modified,Thread Group 1-1,,true,,808,1244,5,5,https://pharma-shop.tn/themes/pharmashop/assets/cache/theme-ec13f3961.css,0,0,0
1680275846959,24,https://pharma-shop.tn/mon-compte-4,304,Not Modified,Thread Group 1-1,,true,,488,733,5,5,https://cdn.onesignal.com/sdks/OneSignalSDK.js,0,0,0
1680275846959,37,https://pharma-shop.tn/mon-compte-5,304,Not Modified,Thread Group 1-1,,true,,792,1210,5,5,https://pharma-shop.tn/img/cms/book.svg,0,0,0
1680275846959,38,https://pharma-shop.tn/mon-compte-6,304,Not Modified,Thread Group 1-1,,true,,734,1206,5,5,https://pharma-shop.tn/img/logo.png,0,0,0
1680275846959,34,https://pharma-shop.tn/mon-compte-7,304,Not Modified,Thread Group 1-1,,true,,796,1211,5,5,https://pharma-shop.tn/img/cms/link6.svg,0,0,0
1680275846983,39,https://pharma-shop.tn/mon-compte-8,304,Not Modified,Thread Group 1-1,,true,,736,1215,5,5,https://pharma-shop.tn/img/cms/nutrition.png,0,0,0
1680275846995,125,https://pharma-shop.tn/mon-compte-9,304,Not Modified,Thread Group 1-1,,true,,794,1211,5,5,https://pharma-shop.tn/img/cms/link3.svg,0,0,83
1680275846996,116,https://pharma-shop.tn/mon-compte-10,304,Not Modified,Thread Group 1-1,,true,,738,1228,5,5,https://pharma-shop.tn/img/cms/menu/menu-right-visage.jpg,0,0,79
1680275846997,117,https://pharma-shop.tn/mon-compte-11,304,Not Modified,Thread Group 1-1,,true,,738,1221,5,5,https://pharma-shop.tn/img/cms/bioxine-siteweb.png,0,0,80
1680275846998,117,https://pharma-shop.tn/mon-compte-12,304,Not Modified,Thread Group 1-1,,true,,736,1211,5,5,https://pharma-shop.tn/img/cms/LAINO.PNG,0,0,80
1680275846999,108,https://pharma-shop.tn/mon-compte-13,304,Not Modified,Thread Group 1-1,,true,,740,1213,5,5,https://pharma-shop.tn/img/cms/klorane.png,0,0,72
1680275847023,37,https://pharma-shop.tn/mon-compte-14,304,Not Modified,Thread Group 1-1,,true,,742,1211,5,5,https://pharma-shop.tn/img/cms/AKTIV.png,0,0,0
1680275847061,37,https://pharma-shop.tn/mon-compte-15,304,Not Modified,Thread Group 1-1,,true,,745,1220,5,5,https://pharma-shop.tn/img/cms/gelzone-intime.png,0,0,0
